latitude,longitude,NumOfCloseListings,PerSqm,Deviation_price_per_sqm
48.28157,16.45788,3,5852.941176,-0.1031
48.25533,16.40872,29,4197.368421,-0.3568
48.26009,16.38876,12,5333.333333,-0.1828
48.26009,16.38876,12,4843.137255,-0.2579
48.26009,16.38876,12,5618.181818,-0.1391
48.26009,16.38876,12,6163.636364,-0.0555
48.24628,16.42747,29,6885.714286,0.0551
48.24628,16.42747,29,7270.27027,0.114
48.24628,16.42747,29,7150,0.0956
48.25098,16.43825,42,7545.454545,0.0651
48.25098,16.43825,42,6288.888889,-0.1122
48.25098,16.43825,42,7446.808511,0.0512
48.25098,16.43825,42,6235.294118,-0.1198
48.25098,16.43825,42,5921.568627,-0.1641
48.24398,16.43369,44,8760.869565,0.2367
48.24398,16.43369,44,9217.391304,0.3012
48.24398,16.43369,44,9019.217391,0.2732
48.24398,16.43369,44,10673.91304,0.5068
48.24398,16.43369,44,9195.652174,0.2981
48.24612,16.459,6,4461.538462,-0.3702
48.24612,16.459,6,4897.435897,-0.3087
48.24612,16.459,6,5743.589744,-0.1892
48.24612,16.459,6,4835.443038,-0.3174
48.24612,16.459,6,4683.544304,-0.3389
48.24967,16.4344,45,7294.117647,0.0297
48.24967,16.4344,45,6333.333333,-0.106
48.24967,16.4344,45,7555.555556,0.0666
48.24967,16.4344,45,8282.608696,0.1692
48.24967,16.4344,45,8869.565217,0.2521
48.21462,16.48702,4,6489.051095,-0.084
48.20623,16.52011,9,6397.058824,-0.097
48.20623,16.52011,9,6428.571429,-0.0925
48.24356,16.43304,37,14024.13242,0.9797
48.20623,16.52011,9,7733.333333,0.0917
48.1422,16.31249,1,8395.514019,0.3831
48.149868,16.292968,2,6144.736842,0.0123
48.132742,16.309767,4,6656.862745,0.0967
48.136395,16.277487,7,7011.235955,0.1551
48.13608,16.278007,5,6107.594937,0.0062
48.13601,16.27814,5,6857.142857,0.1297
48.15209,16.32244,3,6146.153846,0.0125
48.13465,16.25733,11,9663.157895,0.592
48.15209,16.32244,3,6146.153846,0.0125
48.14462,16.28008,8,3700,-0.3904
48.14641,16.2853,5,6017.241379,-0.0087
48.14641,16.2853,5,6032.967033,-0.0061
48.14641,16.2853,5,6617.647059,0.0902
48.14641,16.2853,5,6343.283582,0.045
48.15209,16.32244,3,6276.190476,0.034
48.14597,16.33174,2,4409.836066,-0.2735
48.1362,16.27657,6,9832.307692,0.6198
48.14582,16.26761,5,4913.043478,-0.1906
48.15209,16.32244,3,4828.571429,-0.2045
48.13896,16.32471,7,3986.666667,-0.3432
48.1362,16.27657,6,5553.571429,-0.0851
48.1362,16.27657,6,5676.923077,-0.0648
48.1362,16.27657,6,6185.897436,0.0191
48.14516,16.29378,3,5475.609756,-0.0979
48.1363,16.278,6,5562.5,-0.0836
